"ENSMBL.ID"	"log2FoldChange"	"padj"	"ENTREZID"	"SYMBOL"	"GENENAME"
"ENSG00000128923"	-0.26756793921787	0.000242866329413431	54629	"MINDY2"	"MINDY lysine 48 deubiquitinase 2"
"ENSG00000128928"	-0.621148184871435	3.13751869607623e-20	3712	"IVD"	"isovaleryl-CoA dehydrogenase"
"ENSG00000128944"	0.00282028195231456	0.976921360124251	90417	"KNSTRN"	"kinetochore localized astrin/SPAG5 binding protein"
"ENSG00000128951"	0.0187484910265542	0.701631052460162	1854	"DUT"	"deoxyuridine triphosphatase"
"ENSG00000128965"	4.84509230894894	3.46313829407702e-188	79094	"CHAC1"	"ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"ENSG00000128973"	0.294170815025635	1.2740968520905e-09	54982	"CLN6"	"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
"ENSG00000128989"	0.283882103715658	4.8096158610754e-08	10776	"ARPP19"	"cAMP regulated phosphoprotein 19"
"ENSG00000129003"	-0.343476921915084	1.74123718007371e-06	54832	"VPS13C"	"vacuolar protein sorting 13 homolog C"
"ENSG00000129007"	0.00050218607679468	0.993042554236883	91860	"CALML4"	"calmodulin like 4"
"ENSG00000129009"	-0.950876130135817	3.42922630717041e-25	3671	"ISLR"	"immunoglobulin superfamily containing leucine rich repeat"
"ENSG00000129028"	-0.087800614333148	0.172987398237733	56906	"THAP10"	"THAP domain containing 10"
"ENSG00000129038"	-0.381778407018663	9.97155411368547e-07	4016	"LOXL1"	"lysyl oxidase like 1"
"ENSG00000129048"	-0.636557805263252	9.32472802673283e-14	51554	"ACKR4"	"atypical chemokine receptor 4"
"ENSG00000129055"	-0.161316834535076	9.93155139240308e-05	25847	"ANAPC13"	"anaphase promoting complex subunit 13"
"ENSG00000129071"	0.36868836860669	4.16081570194673e-15	8930	"MBD4"	"methyl-CpG binding domain 4, DNA glycosylase"
"ENSG00000129083"	0.193109236433482	6.42461162089271e-07	1315	"COPB1"	"coatomer protein complex subunit beta 1"
"ENSG00000129084"	0.380295027136574	2.58545840444114e-25	5682	"PSMA1"	"proteasome subunit alpha 1"
"ENSG00000129103"	-0.0956942193390979	0.00545680697249618	25870	"SUMF2"	"sulfatase modifying factor 2"
"ENSG00000129116"	0.0569136058016693	0.256202044086577	23022	"PALLD"	"palladin, cytoskeletal associated protein"
"ENSG00000129128"	0.484591507810202	5.34542343094131e-19	60559	"SPCS3"	"signal peptidase complex subunit 3"
"ENSG00000129151"	-0.41723828159204	2.05827373803623e-11	8424	"BBOX1"	"gamma-butyrobetaine hydroxylase 1"
"ENSG00000129158"	-0.475163010885894	2.12426452390384e-33	26297	"SERGEF"	"secretion regulating guanine nucleotide exchange factor"
"ENSG00000129173"	1.40811843061102	1.5095562072102e-78	79733	"E2F8"	"E2F transcription factor 8"
"ENSG00000129187"	0.223567517537215	6.07688133969635e-13	1635	"DCTD"	"dCMP deaminase"
"ENSG00000129194"	0.538034947698444	1.75674523165257e-12	6665	"SOX15"	"SRY-box 15"
"ENSG00000129195"	0.592433971349128	3.04376658802556e-24	54478	"PIMREG"	"PICALM interacting mitotic regulator"
"ENSG00000129197"	-0.247280721794493	1.4435579781471e-08	84268	"RPAIN"	"RPA interacting protein"
"ENSG00000129204"	0.137048521225363	0.193973145284801	9098	"USP6"	"ubiquitin specific peptidase 6"
"ENSG00000129219"	0.776947492764648	1.26661582073565e-58	5338	"PLD2"	"phospholipase D2"
"ENSG00000129226"	0.591852224634502	9.15091467853803e-15	968	"CD68"	"CD68 molecule"
"ENSG00000129235"	1.23453190196982	6.89946083184187e-140	84817	"TXNDC17"	"thioredoxin domain containing 17"
"ENSG00000129244"	-1.05072069087479	4.67027632214875e-39	482	"ATP1B2"	"ATPase Na+/K+ transporting subunit beta 2"
"ENSG00000129245"	-0.0396661467609289	0.321448064938491	9513	"FXR2"	"FMR1 autosomal homolog 2"
"ENSG00000129250"	0.16086168693273	0.00126546723077669	10749	"KIF1C"	"kinesin family member 1C"
"ENSG00000129255"	0.594616442587246	6.86187339891881e-50	9526	"MPDU1"	"mannose-P-dolichol utilization defect 1"
"ENSG00000129292"	0.241885459337544	5.89424723611271e-05	51105	"PHF20L1"	"PHD finger protein 20-like 1"
"ENSG00000129315"	0.00812926349971306	0.885985080954715	904	"CCNT1"	"cyclin T1"
"ENSG00000129317"	0.661651456046408	1.30919850869393e-17	83448	"PUS7L"	"pseudouridylate synthase 7 like"
"ENSG00000129347"	0.134922706539655	0.00508449487767127	65095	"KRI1"	"KRI1 homolog"
"ENSG00000129351"	0.230990910629565	2.98767224914706e-19	3609	"ILF3"	"interleukin enhancer binding factor 3"
"ENSG00000129353"	0.0748305428809021	0.0371325530435624	57153	"SLC44A2"	"solute carrier family 44 member 2"
"ENSG00000129354"	0.270856890035127	1.67434303731676e-06	10053	"AP1M2"	"adaptor related protein complex 1 mu 2 subunit"
"ENSG00000129355"	-0.0607699886516741	0.430100234861467	1032	"CDKN2D"	"cyclin dependent kinase inhibitor 2D"
"ENSG00000129422"	-0.165263189079925	0.000604393971860736	57509	"MTUS1"	"microtubule associated scaffold protein 1"
"ENSG00000129437"	0.981130077766709	2.20324293546376e-14	43847	"KLK14"	"kallikrein related peptidase 14"
"ENSG00000129451"	2.50055986136334	1.1633944454767e-138	5655	"KLK10"	"kallikrein related peptidase 10"
"ENSG00000129455"	1.67463058660182	5.52214518167219e-89	11202	"KLK8"	"kallikrein related peptidase 8"
"ENSG00000129460"	-0.124775365208169	0.00133163943579943	25983	"NGDN"	"neuroguidin"
"ENSG00000129465"	0.557694168585477	2.39405336878832e-32	11035	"RIPK3"	"receptor interacting serine/threonine kinase 3"
"ENSG00000129467"	-0.418435219880239	8.45389211975159e-07	196883	"ADCY4"	"adenylate cyclase 4"
"ENSG00000129472"	-0.1424673927456	0.00855741299279068	84932	"RAB2B"	"RAB2B, member RAS oncogene family"
"ENSG00000129473"	0.0946788991499036	0.000905760644657973	599	"BCL2L2"	"BCL2 like 2"
"ENSG00000129474"	-0.195117439498201	2.79312082104662e-05	84962	"AJUBA"	"ajuba LIM protein"
"ENSG00000129480"	0.494601718630665	3.60090674767733e-24	112487	"DTD2"	"D-tyrosyl-tRNA deacylase 2 (putative)"
"ENSG00000129484"	-0.0252703631178604	0.660789767039035	10038	"PARP2"	"poly(ADP-ribose) polymerase 2"
"ENSG00000129493"	0.535521300575728	1.19313508495111e-23	25938	"HEATR5A"	"HEAT repeat containing 5A"
"ENSG00000129514"	-1.64590927827227	5.82148812019445e-24	3169	"FOXA1"	"forkhead box A1"
"ENSG00000129515"	0.290800682140668	8.01828308059425e-12	58533	"SNX6"	"sorting nexin 6"
"ENSG00000129518"	-0.174362329178895	2.38393600252969e-05	55837	"EAPP"	"E2F associated phosphoprotein"
"ENSG00000129521"	0.349572821676393	4.76224578090806e-06	112399	"EGLN3"	"egl-9 family hypoxia inducible factor 3"
"ENSG00000129534"	0.46731251243514	2.73332584161156e-09	55320	"MIS18BP1"	"MIS18 binding protein 1"
"ENSG00000129535"	0.302963089021712	0.000556704898893255	4901	"NRL"	"neural retina leucine zipper"
"ENSG00000129538"	-0.188927562504265	0.0267202266897567	6035	"RNASE1"	"ribonuclease A family member 1, pancreatic"
"ENSG00000129559"	-0.0114385720026449	0.793427705965106	4738	"NEDD8"	"neural precursor cell expressed, developmentally down-regulated 8"
"ENSG00000129562"	0.00700026434770716	0.870247648856385	1603	"DAD1"	"defender against cell death 1"
"ENSG00000129566"	0.0706630760972314	0.254107173571962	7011	"TEP1"	"telomerase associated protein 1"
"ENSG00000129595"	0.431682332608147	1.40901175879091e-23	64097	"EPB41L4A"	"erythrocyte membrane protein band 4.1 like 4A"
"ENSG00000129596"	-1.21680707262824	2.64515719429451e-25	1036	"CDO1"	"cysteine dioxygenase type 1"
"ENSG00000129625"	-0.357426710374749	1.84263574753778e-33	7905	"REEP5"	"receptor accessory protein 5"
"ENSG00000129636"	-0.247085893443796	1.81839226846643e-10	81533	"ITFG1"	"integrin alpha FG-GAP repeat containing 1"
"ENSG00000129646"	-0.673792883304127	4.77008834288097e-09	84074	"QRICH2"	"glutamine rich 2"
"ENSG00000129657"	0.0696635338862002	0.0523930498890559	6397	"SEC14L1"	"SEC14 like lipid binding 1"
"ENSG00000129667"	1.04890420471395	3.05820632826378e-62	79651	"RHBDF2"	"rhomboid 5 homolog 2"
"ENSG00000129675"	-0.38292106314392	3.96297509241068e-10	9459	"ARHGEF6"	"Rac/Cdc42 guanine nucleotide exchange factor 6"
"ENSG00000129680"	-0.282739177243463	3.65415146219454e-06	79649	"MAP7D3"	"MAP7 domain containing 3"
"ENSG00000129682"	-0.940162380487602	2.75445285037694e-29	2258	"FGF13"	"fibroblast growth factor 13"
"ENSG00000129691"	-0.0570630192637768	0.00817368529727776	9070	"ASH2L"	"ASH2 like histone lysine methyltransferase complex subunit"
"ENSG00000129696"	0.378704063977357	1.67024406249565e-21	80185	"TTI2"	"TELO2 interacting protein 2"
"ENSG00000129757"	-0.894391413696453	6.55512989102937e-37	1028	"CDKN1C"	"cyclin dependent kinase inhibitor 1C"
"ENSG00000129810"	1.67192547693267	8.96748599422352e-88	151648	"SGO1"	"shugoshin 1"
"ENSG00000129911"	0.270818090555923	0.000791233473160466	83855	"KLF16"	"Kruppel like factor 16"
"ENSG00000129925"	0.232404083071388	0.00153769076529238	58986	"TMEM8A"	"transmembrane protein 8A"
"ENSG00000129932"	0.524284966333699	5.38233933285186e-09	83475	"DOHH"	"deoxyhypusine hydroxylase"
"ENSG00000129933"	0.00274752348877603	0.952985292600678	23383	"MAU2"	"MAU2 sister chromatid cohesion factor"
"ENSG00000129946"	-1.07447385168656	3.57840132381087e-31	25759	"SHC2"	"SHC adaptor protein 2"
"ENSG00000129965"	-0.387002955775137	0.000266796751251959	723961	"INS-IGF2"	"INS-IGF2 readthrough"
"ENSG00000129968"	0.0162463046218694	0.84232343337475	81926	"ABHD17A"	"abhydrolase domain containing 17A"
"ENSG00000129993"	-0.274926497916945	4.9251132662375e-05	863	"CBFA2T3"	"CBFA2/RUNX1 translocation partner 3"
"ENSG00000130005"	-0.99276326405168	2.31495901046747e-29	2593	"GAMT"	"guanidinoacetate N-methyltransferase"
"ENSG00000130021"	1.14131869982227	6.67673765726377e-83	8226	"PUDP"	"pseudouridine 5'-phosphatase"
"ENSG00000130023"	0.0591580835618911	0.269988650506471	55780	"ERMARD"	"ER membrane associated RNA degradation"
"ENSG00000130024"	-0.0445188258136804	0.312255413824222	55274	"PHF10"	"PHD finger protein 10"
"ENSG00000130032"	-1.21204828723166	6.04916059536951e-28	79057	"PRRG3"	"proline rich and Gla domain 3"
"ENSG00000130035"	-1.29251869241297	9.03568114923339e-28	3742	"KCNA6"	"potassium voltage-gated channel subfamily A member 6"
"ENSG00000130038"	-0.98397012402604	7.79118932169601e-16	84766	"CRACR2A"	"calcium release activated channel regulator 2A"
"ENSG00000130052"	-0.0666537082507054	0.36304696108728	9754	"STARD8"	"StAR related lipid transfer domain containing 8"
"ENSG00000130055"	-1.43269140941699	1.23601680493091e-74	54857	"GDPD2"	"glycerophosphodiester phosphodiesterase domain containing 2"
"ENSG00000130066"	1.08271440112775	1.98072078448155e-78	6303	"SAT1"	"spermidine/spermine N1-acetyltransferase 1"
"ENSG00000130119"	0.529382842031058	1.43294794292315e-25	54552	"GNL3L"	"G protein nucleolar 3 like"
"ENSG00000130147"	-0.629728504458003	2.12259034943708e-49	23677	"SH3BP4"	"SH3 domain binding protein 4"
"ENSG00000130150"	-0.425473921086857	1.20214357448701e-08	158747	"MOSPD2"	"motile sperm domain containing 2"
"ENSG00000130158"	0.379004266867604	1.24039199630413e-11	57572	"DOCK6"	"dedicator of cytokinesis 6"
"ENSG00000130159"	-0.0853040343326685	0.170677016076803	51295	"ECSIT"	"ECSIT signalling integrator"
"ENSG00000130164"	1.39078610516867	1.48165488718127e-77	3949	"LDLR"	"low density lipoprotein receptor"
"ENSG00000130165"	0.418036907050871	1.28749123430194e-11	84337	"ELOF1"	"elongation factor 1 homolog"
"ENSG00000130173"	0.258781950767598	0.000339264300947587	55908	"ANGPTL8"	"angiopoietin like 8"
"ENSG00000130175"	-0.261588857154147	1.16974041373609e-05	5589	"PRKCSH"	"protein kinase C substrate 80K-H"
"ENSG00000130176"	-1.85097126297218	4.06049235821263e-53	1264	"CNN1"	"calponin 1"
"ENSG00000130177"	-0.0794611991251326	0.0603487166517344	8881	"CDC16"	"cell division cycle 16"
"ENSG00000130193"	0.102547359783095	0.197200656498186	51337	"THEM6"	"thioesterase superfamily member 6"
"ENSG00000130202"	0.142309750631829	0.0432606076248883	5819	"NECTIN2"	"nectin cell adhesion molecule 2"
"ENSG00000130203"	-1.51861002550242	3.32954671486442e-56	348	"APOE"	"apolipoprotein E"
"ENSG00000130204"	0.877003287427693	3.30661205113779e-39	10452	"TOMM40"	"translocase of outer mitochondrial membrane 40"
"ENSG00000130208"	-2.26874493054698	8.24329390369087e-39	341	"APOC1"	"apolipoprotein C1"
"ENSG00000130222"	-0.603091383620705	2.46534041514699e-09	10912	"GADD45G"	"growth arrest and DNA damage inducible gamma"
"ENSG00000130226"	0.0451625947562092	0.724932830832102	1804	"DPP6"	"dipeptidyl peptidase like 6"
"ENSG00000130227"	0.181840628250481	7.96233056699722e-13	23039	"XPO7"	"exportin 7"
"ENSG00000130234"	1.31497923197077	1.0481526001869e-34	59272	"ACE2"	"angiotensin I converting enzyme 2"
"ENSG00000130244"	-0.320950530281269	2.63996511426804e-08	147965	"FAM98C"	"family with sequence similarity 98 member C"
"ENSG00000130254"	0.0529554490352024	0.24992118362976	9667	"SAFB2"	"scaffold attachment factor B2"
"ENSG00000130255"	0.00163207249681989	0.982624752820833	25873	"RPL36"	"ribosomal protein L36"
"ENSG00000130294"	-0.269593560172092	0.0476492256573535	547	"KIF1A"	"kinesin family member 1A"
"ENSG00000130299"	0.0936927629267861	0.125775445608855	84705	"GTPBP3"	"GTP binding protein 3 (mitochondrial)"
"ENSG00000130300"	-0.252177597727221	0.00187066357503718	83483	"PLVAP"	"plasmalemma vesicle associated protein"
"ENSG00000130303"	0.732752485626379	6.9289171960209e-10	684	"BST2"	"bone marrow stromal cell antigen 2"
"ENSG00000130304"	-0.576196429305964	1.46879376612948e-17	376497	"SLC27A1"	"solute carrier family 27 member 1"
"ENSG00000130305"	0.149352575139197	0.00268123874840041	55695	"NSUN5"	"NOP2/Sun RNA methyltransferase family member 5"
"ENSG00000130307"	-0.592285508834146	5.63327332073764e-14	83878	"USHBP1"	"USH1 protein network component harmonin binding protein 1"
"ENSG00000130309"	0.130055125665838	0.00126394664733991	79709	"COLGALT1"	"collagen beta(1-O)galactosyltransferase 1"
"ENSG00000130311"	0.0762829472634004	0.154338343890066	79016	"DDA1"	"DET1 and DDB1 associated 1"
"ENSG00000130312"	0.205806865179613	2.10535353975759e-06	64981	"MRPL34"	"mitochondrial ribosomal protein L34"
"ENSG00000130313"	0.212562923908444	0.00220302306112496	25796	"PGLS"	"6-phosphogluconolactonase"
"ENSG00000130332"	0.418407469305444	9.34887210198266e-09	51690	"LSM7"	"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000130338"	-0.0201160285385739	0.652280246556991	56995	"TULP4"	"tubby like protein 4"
"ENSG00000130340"	0.0818329961018804	0.0571437834267301	51429	"SNX9"	"sorting nexin 9"
"ENSG00000130347"	0.358452245944353	6.24657040143515e-16	84816	"RTN4IP1"	"reticulon 4 interacting protein 1"
"ENSG00000130348"	0.249905493815057	3.32493996992116e-13	55278	"QRSL1"	"glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1"
"ENSG00000130349"	0.218722365069763	0.000767170845915131	51250	"C6orf203"	"chromosome 6 open reading frame 203"
"ENSG00000130363"	0.190695074772608	1.55274847511234e-07	83861	"RSPH3"	"radial spoke 3 homolog"
"ENSG00000130382"	-0.26083641614192	3.63047974297396e-06	4298	"MLLT1"	"MLLT1, super elongation complex subunit"
"ENSG00000130396"	0.369642377756466	2.31214213250671e-16	4301	"AFDN"	"afadin, adherens junction formation factor"
"ENSG00000130402"	-0.20661608350888	0.00035528107360314	81	"ACTN4"	"actinin alpha 4"
"ENSG00000130414"	0.0529000976957124	0.0970041209856197	4705	"NDUFA10"	"NADH:ubiquinone oxidoreductase subunit A10"
"ENSG00000130429"	0.722946767240928	1.78929271892376e-25	10095	"ARPC1B"	"actin related protein 2/3 complex subunit 1B"
"ENSG00000130449"	0.658378189595625	6.20454596190966e-48	57688	"ZSWIM6"	"zinc finger SWIM-type containing 6"
"ENSG00000130475"	-0.340099695686801	0.000136862300535803	23149	"FCHO1"	"FCH domain only 1"
"ENSG00000130479"	-0.348348416317916	0.000236939906494004	55201	"MAP1S"	"microtubule associated protein 1S"
"ENSG00000130487"	4.10667093168495	2.75912803669978e-143	113730	"KLHDC7B"	"kelch domain containing 7B"
"ENSG00000130489"	1.72694849761465	1.90646983150299e-84	9997	"SCO2"	"SCO2, cytochrome c oxidase assembly protein"
"ENSG00000130508"	0.551269420175081	1.39667160802712e-10	7837	"PXDN"	"peroxidasin"
"ENSG00000130511"	-0.190790866151696	0.0234533610800673	170463	"SSBP4"	"single stranded DNA binding protein 4"
"ENSG00000130517"	-0.683812474502267	3.36253547228833e-28	54858	"PGPEP1"	"pyroglutamyl-peptidase I"
"ENSG00000130518"	-1.57258471743447	2.09648128087345e-51	80726	"KIAA1683"	"KIAA1683"
"ENSG00000130520"	0.292187042518023	3.89128583186746e-09	25804	"LSM4"	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000130522"	-0.606793411682961	1.39070577270121e-14	3727	"JUND"	"JunD proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000130528"	-0.868503465851725	9.5568888634128e-25	3270	"HRC"	"histidine rich calcium binding protein"
"ENSG00000130529"	-0.0845763516777411	0.233381974792984	54795	"TRPM4"	"transient receptor potential cation channel subfamily M member 4"
"ENSG00000130544"	0.205245667310207	0.000253505538097252	79230	"ZNF557"	"zinc finger protein 557"
"ENSG00000130545"	0.085670379959568	0.299327276187372	92359	"CRB3"	"crumbs 3, cell polarity complex component"
"ENSG00000130558"	0.789633152076485	6.37216587861786e-56	10439	"OLFM1"	"olfactomedin 1"
"ENSG00000130559"	0.562340770425467	2.43586668963125e-44	157922	"CAMSAP1"	"calmodulin regulated spectrin associated protein 1"
"ENSG00000130560"	-0.0134696576314338	0.77762809592427	10422	"UBAC1"	"UBA domain containing 1"
"ENSG00000130584"	-0.28682834535305	2.43680390675669e-08	140685	"ZBTB46"	"zinc finger and BTB domain containing 46"
"ENSG00000130589"	1.87928558727216	9.61173324535886e-74	85441	"HELZ2"	"helicase with zinc finger 2"
"ENSG00000130590"	0.488034784782865	8.08798449611738e-13	140700	"SAMD10"	"sterile alpha motif domain containing 10"
"ENSG00000130592"	-1.14671126627129	8.65074026118258e-47	4046	"LSP1"	"lymphocyte-specific protein 1"
"ENSG00000130595"	-2.40510187665896	1.82144958144266e-70	7140	"TNNT3"	"troponin T3, fast skeletal type"
"ENSG00000130598"	-2.34461678778601	8.10199250162428e-42	7136	"TNNI2"	"troponin I2, fast skeletal type"
"ENSG00000130600"	-2.15023363700058	1.85764768313467e-42	283120	"H19"	"H19, imprinted maternally expressed transcript (non-protein coding)"
"ENSG00000130635"	-0.418909984278375	0.000144445908496697	1289	"COL5A1"	"collagen type V alpha 1 chain"
"ENSG00000130638"	0.0429325727869192	0.236453791990482	25814	"ATXN10"	"ataxin 10"
"ENSG00000130640"	0.174165371713783	6.43712941077857e-05	10844	"TUBGCP2"	"tubulin gamma complex associated protein 2"
"ENSG00000130649"	1.415587682663	5.19675845536607e-44	1571	"CYP2E1"	"cytochrome P450 family 2 subfamily E member 1"
"ENSG00000130653"	-1.36988074997007	2.66214223533344e-49	375775	"PNPLA7"	"patatin like phospholipase domain containing 7"
"ENSG00000130669"	0.119408070620816	0.126620731218477	10298	"PAK4"	"p21 (RAC1) activated kinase 4"
"ENSG00000130684"	-0.478109626769559	8.4262711512911e-26	26152	"ZNF337"	"zinc finger protein 337"
"ENSG00000130695"	0.10825805983288	0.00756153961150053	64793	"CEP85"	"centrosomal protein 85"
"ENSG00000130699"	0.0091043069007276	0.816837293689364	6874	"TAF4"	"TATA-box binding protein associated factor 4"
"ENSG00000130701"	0.224658442850437	0.0359919060595211	140893	"RBBP8NL"	"RBBP8 N-terminal like"
"ENSG00000130702"	-0.441217060199806	8.05517211535962e-09	3911	"LAMA5"	"laminin subunit alpha 5"
"ENSG00000130703"	0.188934876782917	2.68620331015362e-11	9885	"OSBPL2"	"oxysterol binding protein like 2"
"ENSG00000130706"	0.477742207584535	1.27479791501423e-11	11047	"ADRM1"	"adhesion regulating molecule 1"
"ENSG00000130707"	-0.117090075172871	0.0742971657534454	445	"ASS1"	"argininosuccinate synthase 1"
"ENSG00000130713"	0.145799219224023	2.92396407208434e-05	23404	"EXOSC2"	"exosome component 2"
"ENSG00000130714"	-0.374670552114005	2.20225082716733e-18	10585	"POMT1"	"protein O-mannosyltransferase 1"
"ENSG00000130717"	-0.0944978656415044	0.0184099563486764	83549	"UCK1"	"uridine-cytidine kinase 1"
"ENSG00000130723"	-0.434235005277296	2.47765269669782e-27	84726	"PRRC2B"	"proline rich coiled-coil 2B"
"ENSG00000130724"	0.0155170815226821	0.758745631041082	27243	"CHMP2A"	"charged multivesicular body protein 2A"
"ENSG00000130725"	0.352638961531303	2.10932479979198e-09	9040	"UBE2M"	"ubiquitin conjugating enzyme E2 M"
"ENSG00000130726"	0.13258591122197	0.0324911029497164	10155	"TRIM28"	"tripartite motif containing 28"
"ENSG00000130731"	-0.0761403728860314	0.284215475749096	84326	"METTL26"	"methyltransferase like 26"
"ENSG00000130733"	0.174929976294737	0.00132191449003665	78992	"YIPF2"	"Yip1 domain family member 2"
"ENSG00000130734"	0.145294579037199	0.036071620875094	84971	"ATG4D"	"autophagy related 4D cysteine peptidase"
"ENSG00000130741"	0.219015327971403	1.58543437826895e-08	1968	"EIF2S3"	"eukaryotic translation initiation factor 2 subunit gamma"
"ENSG00000130748"	0.0714175246260812	0.505653506020112	54958	"TMEM160"	"transmembrane protein 160"
"ENSG00000130749"	0.0781277262157456	0.0801337249151889	23211	"ZC3H4"	"zinc finger CCCH-type containing 4"
"ENSG00000130751"	-2.0552644792355	2.7988671354139e-75	4861	"NPAS1"	"neuronal PAS domain protein 1"
"ENSG00000130755"	0.314132224989553	2.69135567053028e-07	9535	"GMFG"	"glia maturation factor gamma"
"ENSG00000130758"	0.343932477464378	2.25219552398701e-05	4294	"MAP3K10"	"mitogen-activated protein kinase kinase kinase 10"
"ENSG00000130762"	0.330108941731697	0.000140720234450855	27237	"ARHGEF16"	"Rho guanine nucleotide exchange factor 16"
"ENSG00000130764"	-0.0166030627182036	0.697209930104167	57470	"LRRC47"	"leucine rich repeat containing 47"
"ENSG00000130766"	0.97371846500131	1.46030595342735e-54	83667	"SESN2"	"sestrin 2"
"ENSG00000130768"	0.0732746404527457	0.358014342234866	27293	"SMPDL3B"	"sphingomyelin phosphodiesterase acid like 3B"
"ENSG00000130770"	0.10531806489934	0.0786758445163653	93974	"ATPIF1"	"ATPase inhibitory factor 1"
"ENSG00000130772"	0.427761859692595	7.27465852446886e-17	54797	"MED18"	"mediator complex subunit 18"
"ENSG00000130775"	0.70037440837977	1.61747404081485e-24	9473	"THEMIS2"	"thymocyte selection associated family member 2"
"ENSG00000130779"	0.319664061709454	1.6695627870446e-09	6249	"CLIP1"	"CAP-Gly domain containing linker protein 1"
"ENSG00000130787"	0.43973451154464	1.35812798708469e-11	9026	"HIP1R"	"huntingtin interacting protein 1 related"
"ENSG00000130803"	-0.120357474744483	1.04490523614695e-06	57693	"ZNF317"	"zinc finger protein 317"
"ENSG00000130810"	0.657254156342829	4.4213764995198e-22	56342	"PPAN"	"peter pan homolog (Drosophila)"
"ENSG00000130811"	-0.107350846017166	0.0716314686413613	8666	"EIF3G"	"eukaryotic translation initiation factor 3 subunit G"
"ENSG00000130812"	0.740844981287908	5.29929323112562e-28	83854	"ANGPTL6"	"angiopoietin like 6"
"ENSG00000130813"	0.86768582172013	5.1096540386058e-42	55337	"C19orf66"	"chromosome 19 open reading frame 66"
"ENSG00000130816"	0.906026471083106	2.78921606852715e-94	1786	"DNMT1"	"DNA methyltransferase 1"
"ENSG00000130818"	0.260281896854588	1.06788655695975e-05	79088	"ZNF426"	"zinc finger protein 426"
"ENSG00000130821"	0.0962236054003613	0.0903395666994594	6535	"SLC6A8"	"solute carrier family 6 member 8"
"ENSG00000130822"	-1.36500756022542	2.15948104039665e-60	139728	"PNCK"	"pregnancy up-regulated nonubiquitous CaM kinase"
"ENSG00000130826"	0.46181048834436	5.90977137031175e-34	1736	"DKC1"	"dyskerin pseudouridine synthase 1"
"ENSG00000130827"	-0.800995299402691	6.62582856235057e-29	55558	"PLXNA3"	"plexin A3"
"ENSG00000130830"	-0.0976146919184818	0.00354351666584223	4354	"MPP1"	"membrane palmitoylated protein 1"
"ENSG00000130844"	-0.356348133214453	1.51613436063683e-19	55422	"ZNF331"	"zinc finger protein 331"
"ENSG00000130856"	-0.0311473892439162	0.511637383428872	7776	"ZNF236"	"zinc finger protein 236"
"ENSG00000130881"	-0.659845232339939	3.30482198720035e-14	4037	"LRP3"	"LDL receptor related protein 3"
"ENSG00000130921"	-0.249362950349798	3.87911001520735e-13	91574	"C12orf65"	"chromosome 12 open reading frame 65"
"ENSG00000130935"	0.436102838965686	4.73559193102709e-20	25926	"NOL11"	"nucleolar protein 11"
"ENSG00000130939"	-0.0700702507291372	0.0219135848559141	10277	"UBE4B"	"ubiquitination factor E4B"
"ENSG00000130940"	0.105753513862537	0.0932507681588526	54897	"CASZ1"	"castor zinc finger 1"
"ENSG00000130943"	-1.03559921089191	2.18093072350854e-37	10343	"PKDREJ"	"polycystin family receptor for egg jelly"
"ENSG00000130956"	-0.792668274683448	8.11363098954887e-68	22927	"HABP4"	"hyaluronan binding protein 4"
"ENSG00000130958"	0.2333528205398	9.60877649950715e-10	11046	"SLC35D2"	"solute carrier family 35 member D2"
"ENSG00000130962"	-0.0118926161098439	0.859293215779577	5638	"PRRG1"	"proline rich and Gla domain 1"
"ENSG00000130985"	0.29840124439621	1.0217689979502e-11	7317	"UBA1"	"ubiquitin like modifier activating enzyme 1"
"ENSG00000130988"	-0.827484410357214	1.64391132644845e-21	9104	"RGN"	"regucalcin"
"ENSG00000130997"	-0.08839279936476	0.208877576417955	353497	"POLN"	"DNA polymerase nu"
"ENSG00000131013"	-0.00366691273145053	0.957509849939195	85313	"PPIL4"	"peptidylprolyl isomerase like 4"
"ENSG00000131015"	2.75541497463905	7.08109604579646e-167	80328	"ULBP2"	"UL16 binding protein 2"
"ENSG00000131016"	-0.859470251049479	6.77907557940467e-23	9590	"AKAP12"	"A-kinase anchoring protein 12"
"ENSG00000131018"	-0.891602863823299	1.12850520470192e-35	23345	"SYNE1"	"spectrin repeat containing nuclear envelope protein 1"
"ENSG00000131023"	-0.163990792163498	0.00249911811300095	9113	"LATS1"	"large tumor suppressor kinase 1"
"ENSG00000131037"	-0.113665916999263	0.191874224433235	54869	"EPS8L1"	"EPS8 like 1"
"ENSG00000131042"	0.974442532118737	1.47228915340529e-28	10288	"LILRB2"	"leukocyte immunoglobulin like receptor B2"
"ENSG00000131043"	-0.151308632835342	8.17546548999334e-05	25980	"AAR2"	"AAR2 splicing factor homolog"
"ENSG00000131051"	0.208966361565124	6.25547322798862e-05	9584	"RBM39"	"RNA binding motif protein 39"
"ENSG00000131055"	-0.239903318746061	0.00597811809033133	84701	"COX4I2"	"cytochrome c oxidase subunit 4I2"
